age,gender,height_cm,weight_kg,Excersise,class
48,F,151.3,49.4,0,D
62,M,167.8,65.42,0,D
33,M,179.5,79.5,1,C
34,M,180.7,84.9,0,D
60,M,173.5,75.2,1,C
25,M,168.8,87.3,0,A
25,M,175.2,73.9,0,A
21,F,167.7,61.1,0,D
37,F,166.4,58.2,1,A
25,M,173.4,72.32,1,B
51,M,165.7,58.1,1,C
22,F,164.6,54.1,0,B
51,M,163.1,67.7,1,C
31,M,172.2,64.1,1,C
24,F,160.4,52.2,0,A
61,M,169,72.4,0,D
26,M,177.8,71,0,D
40,M,173.8,73.2,0,A
37,M,178.8,86.1,0,D
21,F,160.6,53,1,C
44,F,162.3,55.1,0,B
32,M,179.8,81.9,1,C
27,M,177,69.48,1,C
21,F,148,43.7,0,A
30,M,162.1,62,1,C
21,M,173.6,69.12,1,C
28,M,172,74.86,0,D
64,F,156,62.2,0,B
55,M,169.6,71.8,1,C
39,M,182.7,80,0,A
33,F,165.2,61.9,1,A
28,M,187.7,84.6,1,C
29,M,179.8,76.44,0,A
21,F,158.5,51.9,1,C
21,F,157.7,45.54,0,D
43,F,162,72.3,0,D
35,M,180.6,78,0,D
28,M,178.3,76.8,0,A
22,M,180.2,68.4,1,C
45,M,173.8,70,1,C
22,F,170.2,61.3,1,C
62,F,150.3,57.4,0,D
62,M,163.8,68.6,0,B
23,M,181.8,78.9,1,C
26,M,171,69.2,1,B
64,M,176.1,81.1,1,C
22,F,167.9,54.9,0,A
43,M,168.9,79.6,0,A
27,F,164.7,68.1,0,B
21,F,163.7,51.2,1,C
21,M,180.4,89.1,1,C
36,F,161.4,54.3,1,C
50,M,168.2,73.4,0,D
21,M,177.6,85.8,1,C
56,F,152,49,1,C
34,M,170.4,64.8,1,C
45,M,179.4,78.6,1,C
57,F,163.3,65.1,1,C
22,F,158.4,63.2,0,D
25,F,163.4,54.9,1,C
59,F,161.4,53.2,0,A
28,M,161.5,52.1,0,D
28,F,158.7,57.1,0,D
28,F,165.1,53.4,0,A
21,F,171.5,52.5,0,A
48,M,169.3,60.7,0,B
26,F,167,75,0,D
60,M,171.7,59.3,0,B
63,M,168.2,70.64,0,D
32,M,181,78.8,1,B
25,F,162.9,61,1,C
60,M,168.3,66.58,1,C
25,M,178,67,1,B
39,F,161.2,49.2,1,C
37,M,175.3,88.2,1,B
26,F,163.6,60.4,0,B
41,M,169,76.1,1,B
30,M,172.4,96.7,0,D
26,F,153.5,59.7,0,D
33,F,166.2,57.4,0,B
39,M,174.9,68.8,1,C
43,F,167,55.6,1,C
60,M,167,69.7,0,B
57,M,162.1,54,0,B
48,F,157.8,59.1,1,C
38,M,166.7,70.4,0,D
33,M,174.7,76,1,C
23,F,159.5,65.6,1,A
25,F,167,51.2,0,D
42,M,168.7,68.5,0,D
31,M,170.9,73.5,1,B
63,M,168.2,77.3,0,D
30,M,179.7,75.7,1,C
39,M,167,69.1,1,C
28,M,176.2,70,0,D
30,M,173.5,70.7,0,D
49,M,174.8,74.5,0,D
29,F,164.9,53,0,D
39,M,169.5,69.1,0,A
21,F,159.6,65.9,0,D
24,F,166.2,55.2,0,D
23,M,174.2,68.2,1,C
31,M,183.4,89.9,1,B
51,M,165.5,74.7,0,D
30,M,182.5,94.4,0,D
29,M,182.1,100.3,1,C
27,M,179.2,86.6,0,D
34,M,174.5,74.4,0,D
46,M,171.7,60.8,0,A
37,M,172.2,66.9,1,B
36,M,175.9,71.3,1,B
21,F,164.5,54.02,0,A
59,M,169.3,72,0,A
53,M,185.6,92.1,1,C
61,F,159.5,54.68,0,D
61,F,152.4,51.2,1,C
35,F,161.5,48.3,0,A
31,M,178.8,84.9,0,D
36,M,178.1,74.7,1,C
28,F,163.7,51.4,0,D
21,M,168.4,71,1,C
29,F,150.3,54.5,1,C
22,F,170.6,68.1,1,A
22,M,168.6,73.9,1,C
56,F,172,60,1,C
21,M,171.4,67,1,C
36,M,178.2,69.9,1,C
22,M,170.4,63.3,1,B
61,M,166,66.4,1,C
27,M,174,64.9,0,A
41,F,168.1,62.5,1,C
36,M,170.1,68.68,0,A
32,M,170.7,90.5,0,D
54,F,169,64.4,1,C
23,M,177,73.52,1,C
27,M,176.5,80.66,1,C
21,M,172,74.3,0,A
60,M,161.3,68.2,1,C
36,M,178.6,98.3,1,B
41,M,181.3,79.2,0,A
47,F,152.4,62.4,0,D
22,M,169.3,76,0,D
31,M,172.6,88.4,0,A
30,F,170.4,61.1,1,C
46,F,159.1,52.9,0,D
24,M,169.3,65.4,1,B
52,F,160.7,74.1,1,C
61,F,150.7,55,0,B
22,M,178.6,83.5,1,C
36,F,158.2,64.3,0,B
54,M,171.5,78.2,1,C
21,M,177,87.5,1,B
58,M,172.7,70.56,0,A
60,M,163.4,75.9,0,D
28,F,168.5,56.2,1,A
28,M,178.4,77.9,0,A
36,M,176,80.9,0,D
31,M,167,69.7,0,D
64,M,169.9,73.8,1,C
24,M,170.7,89.7,0,D
22,M,180.7,71.8,1,C
58,F,156.4,59.5,1,A
23,F,153.6,45.3,1,C
30,M,176.2,83.9,1,C
46,M,173.3,69.3,0,A
46,M,171.9,64.8,0,D
61,M,175.4,71.2,1,C
28,M,182,78,0,A
29,F,171,71.8,0,B
24,F,155.6,55.9,1,A
25,M,170.6,60.02,0,D
23,M,174.6,70.3,1,B
56,M,172.3,71.7,0,A
35,F,163.8,63.2,1,C
50,M,179.1,102.2,0,D
62,M,171,72.3,0,B
21,F,167.4,64.62,1,A
21,F,158.1,56.3,1,A
22,M,178.2,75.7,1,B
37,F,148.7,38.1,1,C
29,M,169.7,75.2,0,D
27,F,164,53,1,C
25,F,168.6,55,0,A
39,M,178.1,82.3,0,D
33,M,174,93.5,0,D
53,M,168.6,65.3,1,C
23,F,157.6,57.3,1,C
63,M,166.3,72.8,0,D
22,M,171.5,83.5,0,D
21,M,180,73.4,1,C
52,M,166.8,71.3,0,D
53,M,173.4,69.8,1,C
23,M,176.5,66.6,0,D
56,F,164.4,57.9,0,B
34,M,170.8,84.4,0,D
58,M,168.1,67.2,0,D
45,M,175,79.1,1,C
33,F,168,77.6,0,D
22,F,152.6,47.6,0,A
60,M,172.6,65.2,0,A
64,M,155.6,59,0,D
55,F,156.4,54.3,0,A
57,M,171.9,78.1,0,A
61,M,160.7,58.9,0,A
26,F,157.2,48.32,0,A
41,F,154.2,46.5,0,B
35,M,183.2,91.5,1,C
52,F,153.1,46.4,0,A
29,M,172.6,68.5,1,B
23,M,171.5,67.7,1,C
37,M,176.9,79.6,1,B
24,F,163.2,55.7,0,D
61,M,167.9,77.1,0,A
49,F,158.3,54,0,B
28,M,174.3,74.9,1,C
38,M,171.6,67.16,1,B
60,F,148.5,55,1,C
29,M,172.5,72.7,0,D
39,M,174,82.1,1,C
64,F,157,56.7,1,C
22,M,177.7,76,0,D
57,M,171.7,73.8,0,D
31,M,178.3,80.8,1,C
21,M,180.4,73.9,0,D
36,M,178.5,79.1,1,C
29,F,153.2,53.3,0,B
38,F,159,49.5,0,A
61,F,160,69.2,0,B
22,M,171,67.9,1,C
56,M,177.3,74,0,B
23,F,166.1,67.2,1,C
42,F,163.3,53.7,0,D
41,F,169.1,62.22,1,C
28,M,165.5,64.9,1,C
48,M,178.1,89.7,0,D
35,F,162.4,47.8,0,D
51,M,174,75,1,C
33,M,179.4,81.5,1,C
48,F,166.5,64.4,1,A
24,M,175.2,88.98,1,C
31,F,160.7,77.2,0,D
26,M,167.4,75.4,1,B
28,M,187.2,100.6,0,D
27,M,174.2,84.3,0,D
28,M,172.5,63.7,0,A
21,F,156.4,48.7,0,A
21,M,186.1,91,0,D
23,F,166,79.5,0,B
55,M,165.3,72.16,1,C
54,M,177.4,88.3,0,D
64,M,163.4,64.1,0,D
26,M,170.8,68.2,1,B
42,F,161.3,61,0,D
32,F,160.6,50.9,0,A
22,M,176.4,60.1,1,C
25,M,178.6,74,0,A
35,F,158.1,65.26,1,A
28,M,172.6,78.1,1,C
27,F,160.2,61.3,1,A
24,F,171.8,53.9,1,C
21,M,163.3,49.2,0,D
54,M,165,60.9,0,B
32,M,170.2,69.5,0,D
53,F,154.4,52.1,0,B
41,M,162.9,62.1,1,B
58,F,154.1,60.2,0,D
27,F,166.1,52.6,0,B
55,M,173.7,75.7,1,C
37,M,177.7,71.6,1,B
21,M,171.4,84.3,1,C
22,F,161.6,61.3,1,A
38,F,158.8,50.8,0,D
44,M,172.3,70.1,0,D
51,M,171.5,62.2,1,C
41,F,160.7,60.8,1,A
59,M,170.7,64.4,1,C
62,M,171.9,64.3,0,B
27,M,175.1,68.7,1,B
27,M,180.6,77.46,0,A
21,M,169,81.2,0,D
44,M,164.3,36.5,0,A
60,F,165.3,68.6,1,A
34,M,168.5,87.1,0,D
43,M,182.5,66.2,1,C
21,M,176.9,60.7,1,C
35,F,157.5,51,1,C
37,M,170,73.1,0,A
59,M,168.1,71.1,0,A
24,M,166.5,66.3,1,C
29,M,174.7,79,0,A
40,M,179.4,119.6,0,D
22,M,175.1,75.3,0,D
37,F,155.9,53.5,0,D
60,M,174.5,71.2,0,D
25,M,175.3,82.1,1,B
33,M,168.9,69.9,0,D
64,M,157.5,61.4,0,D
37,M,178.2,70,0,A
32,F,171,67.8,0,B
24,M,176.9,76,0,A
24,F,161.7,61.5,0,B
21,M,184.9,72.4,1,C
22,F,165,63.86,0,B
26,M,178,70.5,0,A
60,F,158.9,59.4,0,B
22,M,174.3,66.9,1,C
28,M,175.2,72.8,1,C
26,M,170.5,86.7,0,D
33,M,174.2,72.8,0,A
21,M,175.4,72.4,1,C
21,M,172.6,50.2,0,D
42,M,176.9,69.5,1,C
23,F,161.7,56.7,1,C
29,F,167.9,65.2,0,B
35,M,183.1,70.8,1,B
27,M,168.3,66.5,1,B
47,M,176,71.6,0,A
62,F,158.7,53.1,0,B
63,M,166.9,56.3,1,C
25,M,179.1,87.3,0,A
27,F,172.4,63.9,1,A
36,M,171,69.4,0,A
21,F,167.1,62.3,0,B
59,F,153.8,54,0,D
37,M,180.1,76.4,1,B
28,F,159.1,58.4,0,D
43,M,170,69.3,0,D
28,M,175.3,85.2,1,C
61,M,171.7,71.4,1,C
22,F,162.4,67.8,0,B
43,M,168,60.7,1,C
58,F,159.5,67.32,1,A
22,M,181.4,77.4,0,A
31,F,163.8,53.1,1,C
44,M,177.5,84.2,0,D
23,F,166.1,62.6,1,A
21,M,173.8,63.1,0,A
62,F,151.3,48.4,0,A
24,F,153.8,59.4,1,A
29,M,175,73.6,1,C
46,M,173,72.6,1,C
21,F,161.6,59.1,0,B
39,M,178.1,67.3,1,C
43,F,165.6,60.4,0,B
22,M,179.7,67.98,1,B
39,M,180.8,85.9,1,C
25,M,167.6,59.6,1,C
26,M,177.1,77.9,0,D
30,M,173.3,59,1,B
56,F,152.4,50.5,1,C
23,M,175,93.5,0,D
22,F,168.2,56.2,1,A
47,M,174.9,76.3,1,C
53,M,169.7,73.9,0,D
32,M,177.2,85.28,1,B
48,F,161.4,51.9,0,B
52,F,155.9,48.7,0,D
25,F,169.6,58.3,1,A
52,F,164.1,63.1,0,D
48,M,164.4,82.4,0,D
56,M,163.5,70.3,0,B
22,M,172.6,66.5,1,C
56,F,149.8,55.3,0,D
35,F,169.9,73.7,0,B
31,M,181,74.9,1,B
25,M,181.2,70.1,0,D
39,M,170.7,108.8,0,D
25,M,174.8,67.5,1,B
21,M,163,61.7,1,B
49,M,166.5,61.4,1,C
44,F,166.5,58.5,0,B
24,F,166.9,56.1,0,D
47,F,156.1,63.4,1,A
21,M,178.8,78.9,1,B
29,M,176,77.6,1,C
21,F,155.4,66.1,0,D
23,M,170.8,60.3,0,D
22,M,168.8,60.7,1,C
28,M,176.4,86,0,A
57,M,159,62.7,0,D
26,F,169.6,59.4,1,A
39,M,174.2,77.1,1,C
25,F,159.9,45.7,0,A
21,M,173.3,61.7,1,C
51,F,163.3,51.34,0,A
51,F,161,66,0,D
57,F,148,54,1,C
42,M,169.8,78.6,1,C
31,M,171.2,64.1,0,D
61,M,171.6,79.1,0,D
26,M,179.7,78.2,0,A
26,M,174.2,64.5,1,B
54,M,172,69.2,1,C
43,M,175.1,74.4,1,B
24,F,171.4,57.5,0,D
58,M,165,61.6,0,B
39,F,163.7,59.6,1,C
25,F,162.8,57.9,1,A
32,M,171.5,73.2,0,A
29,F,158.5,51.3,0,A
37,F,155.3,48.3,0,A
21,F,160.6,57.2,1,A
34,M,160,61.3,0,D
21,M,178.5,73.2,0,D
23,M,170.3,76.92,1,C
47,F,163.7,56.8,1,A
38,M,175.4,76.9,1,C
21,M,171.1,83,0,D
61,F,151.1,47.8,0,D
26,M,168.8,74.8,1,C
51,F,157,47.8,0,D
29,M,175.9,66.1,0,D
29,M,175,83.8,0,D
22,M,175.7,69.1,1,C
43,M,180.2,77.6,0,D
54,M,171.8,65.6,1,C
36,M,177.8,89.7,1,B
39,M,181.9,95,1,B
37,M,175.2,73.5,0,D
34,M,172.2,93.4,1,B
36,M,170.7,71.6,1,C
25,M,168.7,76.2,0,D
23,F,166.3,53.9,0,D
44,F,156.9,53.9,1,C
53,M,177.3,88.48,0,D
30,F,163.6,56.3,1,A
22,M,172.8,65.4,1,C
55,F,158.4,58.1,0,B
61,F,145.5,47.4,1,C
35,M,167.7,68.8,0,A
50,F,160.2,49.1,0,D
49,F,157.6,46.9,0,A
30,M,160.4,63.42,1,B
55,F,151,51.4,1,C
58,F,163.8,64.2,1,C
25,F,163.9,56.5,1,A
22,F,164.4,52.4,0,B
60,M,176.5,69.5,0,A
28,M,175.1,69.6,1,C
46,F,158.3,57.6,1,C
27,F,161,51.9,0,B
22,M,167.8,61.74,1,B
25,F,166.7,58.5,0,B
39,M,179.1,86.1,1,B
41,M,172,71.02,1,B
29,M,186.1,82.7,1,C
27,M,180.9,82.3,1,C
62,M,180,73.1,1,C
47,M,176.1,80.2,0,D
21,M,176.2,73.3,0,A
41,M,172,68.3,0,A
22,F,172,60.5,1,A
22,M,185.2,71.7,1,B
64,F,153,53.2,0,B
22,F,160.6,48.2,0,B
30,M,186.1,93.6,0,D
33,F,159.5,48.7,1,C
21,M,176.5,78.4,1,C
47,M,176.4,95.9,0,D
27,M,167.6,61.5,1,C
35,M,170,61.9,0,A
41,M,171.3,103.2,0,D
29,M,179,83.4,0,D
29,M,161.9,57.6,1,C
45,M,170.5,72.3,0,D
27,F,172.7,72.8,1,A
25,M,172.4,79.6,0,A
46,F,168.5,57,1,A
21,M,185.3,72,1,C
25,F,156,50,0,A
28,M,175.5,73.3,0,D
25,M,174,73.96,1,C
26,F,159.1,55.3,1,A
24,M,170,75.6,1,C
30,M,178.5,66.7,0,D
22,F,166,52.1,1,C
22,F,164.3,53.1,0,A
35,M,167.2,70.2,0,D
24,M,178.3,86.3,1,C
26,F,155.5,54.66,0,A
35,M,175.3,73.4,0,A
25,M,171.8,68.18,0,A
37,M,176.4,75.3,0,D
61,F,161.1,62.8,1,C
46,M,166.2,51.1,0,B
38,F,149.3,50.5,0,B
55,F,161.5,58.1,1,C
58,F,156.7,52.8,0,D
55,M,173.3,84.9,0,D
22,M,171.3,62.2,1,B
27,M,170.8,66.5,1,C
35,F,163.2,56,1,C
59,M,169.1,57.2,1,C
22,F,172.5,60.7,1,A
51,M,175,68,0,B
48,F,157.1,52.7,0,B
62,M,157.3,58.3,1,C
45,M,173.7,74.2,1,B
30,F,162.5,113.3,0,D
51,F,161.9,61.7,0,D
45,M,172.5,85,0,D
28,M,178.8,73.5,0,D
23,M,167.3,53.5,0,D
26,M,171.5,80.1,0,D
37,F,166.2,59.6,1,A
46,M,172.9,73.4,0,D
61,M,169.1,79,0,D
21,M,169.5,75.2,0,A
50,F,158.9,58.7,0,D
26,M,179,79.4,1,B
21,M,160.9,63.5,0,D
27,F,162,63.1,1,A
40,M,178.9,77.3,1,C
21,M,173.6,74.1,1,B
32,F,162.4,53,1,C
54,F,150.7,54,1,C
27,M,174.3,86.6,1,B
47,M,172.2,72.7,1,C
23,M,178.4,68,1,C
25,F,158.1,49.6,0,B
44,M,173.8,72,1,B
48,M,170,70.3,0,A
21,F,172.7,61,1,A
26,M,183.6,81,1,B
24,F,168.1,60.7,0,B
43,F,159.6,63.8,0,D
59,F,158.8,61.3,1,C
38,F,169.8,58.8,1,C
25,M,172.7,74,1,C
40,F,156.2,64.5,0,D
29,F,164.6,53.6,0,A
24,M,183.1,83.6,1,B
26,F,160.7,56.6,1,A
23,F,164,72.9,0,B
30,M,174,78.8,1,B
45,M,172.4,91,0,D
24,M,175,65,1,C
22,F,160.3,58.84,0,D
41,M,175.8,71.3,0,A
21,M,166.4,93.3,0,D
25,F,155.7,59,0,D
42,M,179.8,80,1,C
35,M,171,71.6,1,C
23,M,174.7,72,1,C
28,M,168.7,67.5,1,C
41,M,165.7,61,0,D
33,M,180.3,83.3,1,B
42,F,167.2,67.7,1,C
25,M,171.4,71.4,0,A
27,F,163.4,62.9,1,C
57,F,156.7,61.1,1,C
35,M,177.8,77,1,B
28,M,179.1,78.6,1,C
45,F,162,51.4,0,A
30,M,172,73,1,B
24,M,167.2,58.1,0,D
47,M,166.3,67.4,1,C
45,M,167.4,63.8,0,A
30,M,175.9,66.2,0,A
50,F,163.2,54.5,0,D
23,M,169.1,66.1,1,C
25,M,162.2,65.3,1,B
49,M,173.3,70,0,B
51,F,156.8,60.7,1,C
38,M,175.6,75.1,0,A
46,F,160.8,55.9,0,B
45,M,167.2,72.48,0,A
59,M,176.9,80.8,0,B
27,M,171.6,78.88,1,C
21,M,181.3,96.2,0,D
29,M,168.4,71.9,1,B
59,F,158.6,59.9,1,A
58,F,168.4,59,1,A
55,F,153.6,52.8,0,B
47,F,164.7,65.3,1,C
48,F,153.9,52.76,0,D
51,M,163.9,59.8,0,A
31,F,168.9,64.6,1,A
25,M,178.9,81.4,1,B
23,F,153.6,46.14,1,C
33,M,177.3,75.4,0,A
48,M,168.2,71.9,1,C
64,M,166,63.32,0,B
24,M,176.3,73.7,1,C
27,M,175.2,75.2,0,D
42,M,172.4,69.9,1,B
21,M,180.1,79.2,0,D
37,M,173,72,1,C
29,M,175,70.1,0,A
60,M,168.5,79.6,0,A
23,F,165.4,64,1,C
35,F,160.7,58.4,0,B
61,F,159.8,53.3,0,A
26,M,171.2,60.4,1,B
27,M,169.3,71.02,1,C
58,M,167.6,68.4,0,B
28,F,166,61,0,D
50,M,172.7,78.3,1,C
31,F,165.3,51.2,0,A
24,M,162.6,58.1,0,A
53,M,169.9,62.8,0,A
49,F,166.7,58.6,0,B
28,M,174.7,80.8,0,D
40,F,167.8,51.7,0,A
35,M,174.1,75.9,1,C
43,M,174.2,77.6,1,C
38,M,168.2,75.4,1,C
46,M,177.5,80.5,0,D
40,M,176,70.7,0,A
23,M,167,74,1,C
23,F,168.1,57.3,0,D
61,M,176.9,74.68,1,C
28,F,163,60.9,1,A
42,M,171.3,79.04,0,D
27,M,179.3,67.5,1,C
36,M,174.6,82.1,0,D
22,M,177.2,73.4,1,C
34,M,179.7,78.5,1,C
39,M,177.3,70.4,1,B
36,M,170.8,70.4,0,A
27,M,173,72.8,1,B
29,M,184.5,88.1,1,B
21,F,166.1,61.2,1,A
24,M,164,63.3,1,C
34,F,155.4,54,1,C
26,F,159.3,59.4,1,A
24,M,168.7,62.32,1,B
21,M,172.1,77.3,1,B
27,M,178.1,66.4,1,B
55,F,166.9,60.9,1,C
47,F,165.9,58.8,1,C
42,F,158,76.8,0,D
51,F,153.1,52.7,0,A
43,F,167,54.9,0,A
29,F,172,54.3,1,C
61,F,147.5,52.2,0,B
37,F,161.6,52.7,0,A
41,F,165,52.4,0,B
29,M,156.7,77,0,D
60,M,170,65.1,0,A
22,M,184,80.4,1,C
30,F,160.3,51.5,0,B
33,M,180.2,68.4,0,A
24,M,169,67.5,0,A
22,M,179,84.2,0,A
27,F,170.8,59.72,1,A
48,M,174.8,74.4,1,C
64,F,152.7,59.8,1,C
32,F,156.3,61.7,1,A
54,M,163.7,69.4,1,C
32,M,173.9,77.5,1,C
24,F,169.4,72.8,0,D
40,M,170.5,70.4,1,B
33,M,168.3,63.8,0,D
28,M,166.1,71,0,D
58,F,150.3,66.3,0,D
24,M,174.9,77.3,1,C
31,F,162.3,46.2,0,B
22,F,161.2,57.9,1,A
50,F,166.4,67.7,0,D
59,M,174.5,77.4,0,D
29,M,176.8,79.6,1,C
53,F,156,54.4,0,D
59,F,155.4,51,1,C
30,M,176.3,64.7,0,A
26,M,179.4,77.56,1,B
25,F,156.1,49.7,0,A
34,M,176.3,79.1,1,B
27,M,179.2,78.26,0,D
36,M,166.5,75.5,1,B
27,M,166.1,76,1,B
43,F,159.6,71.9,0,D
60,F,154.8,47,0,B
21,M,168.9,64,1,C
25,M,176.6,68.7,1,C
21,M,168.6,58.9,1,C
47,M,173.7,66.6,1,C
29,F,164,53.9,0,A
24,M,164.9,57.4,1,C
33,M,174,74.7,1,C
36,F,162.5,57.8,1,A
23,M,168.6,74.3,1,C
29,M,175.8,75.2,1,C
32,M,175,59.7,1,B
26,M,177.5,77.84,0,A
58,F,155,49.4,0,B
60,M,177.6,69.3,1,C
31,M,169.6,78.9,1,B
25,F,164.2,56,0,D
25,M,174.8,70.5,0,A
21,M,172.9,73.6,1,C
45,F,160.9,80.9,0,D
27,M,175.9,64.9,1,B
37,F,160.5,74.9,0,D
36,F,156.1,67.6,0,D
25,M,171.4,73.9,0,A
32,M,172.2,70.5,1,B
23,F,163.7,58,1,A
43,F,164.1,64.7,1,C
60,M,168.2,66.9,0,A
29,F,159,49.6,1,C
46,M,176.8,89.5,0,D
26,F,159.3,50.5,1,C
34,M,172,69.4,0,A
53,M,166.4,55.8,0,D
30,M,170.2,69.6,1,C
32,M,173.6,68.5,0,A
27,M,178,85.7,1,B
29,M,173.7,87.5,1,B
24,F,169.1,50.4,1,C
53,F,157,63.3,0,D
25,F,163.1,60.9,0,B
28,M,170.5,70.4,0,A
61,F,155.4,59.8,0,D
35,M,172.3,72.3,1,B
28,M,174.2,70,0,A
50,M,170,64.5,1,C
52,M,170.8,67.9,0,B
23,M,177.3,76.6,1,C
28,F,157.4,48.6,0,A
44,M,170.4,71,1,B
31,M,181.4,85.4,1,B
37,F,164.8,72.7,1,A
41,M,170.3,69.2,1,B
33,M,171,79.3,1,B
34,M,173.6,72.3,1,C
24,F,166.8,43.8,0,B
26,M,172,74.9,0,A
40,M,169.1,74.6,1,C
39,M,170.6,76.54,1,B
21,F,159.5,48.4,1,C
27,M,171.4,74.9,0,D
64,M,163.9,58.4,0,D
53,F,150.7,47.6,0,D
26,F,154.9,58.92,1,A
58,F,146.2,51.7,0,D
34,F,162.5,46.7,0,B
41,F,164.4,62.7,0,B
57,M,174.3,78.1,0,B
34,M,182.1,79.1,1,C
43,F,166.4,59.2,0,D
22,M,168,55.1,0,A
26,M,179,81.6,1,B
21,M,175.8,78.8,1,B
64,F,158.6,60.2,0,D
39,F,155.5,52.8,1,C
61,M,162.1,71.7,0,B
39,M,167.1,65.1,1,C
55,M,167.2,76.1,0,D
23,M,170.8,74.1,1,B
37,F,158.7,61.74,1,C
27,M,172.6,64,1,C
37,M,169.8,63.1,1,C
21,F,163.1,53,0,D
34,M,172.6,68.2,1,C
28,M,177.2,81.2,1,B
21,M,173,81,0,D
22,M,173.8,92.5,1,C
64,F,144.1,54.8,0,D
46,M,171.6,55.5,0,B
21,F,156.8,48.08,1,C
21,F,159.6,45.9,0,A
57,F,159.3,55.6,0,D
22,M,176.8,59.66,1,C
27,M,179.3,74.5,0,A
55,M,162.1,69.3,1,C
60,M,167.4,63.2,0,A
28,F,158,49.1,1,C
44,M,170.1,64.3,0,D
41,F,160.6,58.8,1,C
24,F,159.6,42.54,0,B
26,M,179.7,75.8,1,B
28,M,175.5,73.1,1,C
31,F,167.1,59.2,1,C
27,F,158.6,56.52,1,A
49,F,154.1,50.7,0,A
32,M,179.9,77.7,1,B
49,F,165.5,62.2,1,C
35,M,175,83,1,C
26,M,170.3,72.8,0,A
23,M,165.6,63.3,1,B
25,F,148,46.2,0,B
57,M,171,78.1,0,D
30,M,170.2,62.5,0,A
28,M,181.7,91.76,0,A
46,M,170.9,74.36,1,C
39,F,167.1,64.48,0,D
26,M,172.9,71.4,0,A
25,M,171.6,71.1,0,A
33,M,174.4,76.8,1,B
24,M,178.4,71.8,1,C
25,M,181.8,80.9,0,D
27,M,170.1,100,0,D
26,F,158.3,53.1,0,A
25,M,168.7,74,1,C
46,M,171.8,55.8,0,A
44,F,154,65.1,0,D
23,F,160.7,62.4,1,C
21,F,161.7,55,0,A
29,M,184,81.8,0,A
26,M,166.1,66.5,1,B
38,F,169,53.3,0,A
48,M,176.9,78.1,0,A
51,M,178.9,81.4,1,C
37,M,167.4,84.5,0,D
42,M,169.1,69,1,C
63,M,175.2,75.4,0,B
31,M,175.3,96,0,D
35,M,163.8,66.1,0,A
32,F,164,51.4,1,C
62,M,161.2,63.8,0,B
48,F,160,54.8,0,B
24,M,181.1,97,0,A
26,M,181.4,106.2,0,D
23,F,163.6,64,0,D
23,F,163.9,53.2,0,A
30,M,183.1,85.9,0,A
42,M,177.4,76.7,1,C
26,M,173.3,72.1,1,C
29,M,176.7,71.5,0,A
26,M,177.2,70.1,1,C
30,M,176.9,81.6,1,B
27,F,164.6,60.5,1,C
25,F,159.9,54.1,0,A
21,M,168.7,80.3,1,C
28,M,172.2,71.52,0,D
23,F,164.1,58.3,1,A
49,M,180.4,80.6,0,D
25,F,172.9,80.1,0,B
30,M,173.9,64.92,1,B
44,M,167,62,0,A
54,M,157.2,54,1,C
53,F,155,48,1,C
60,M,171.3,65.3,0,B
29,M,176.4,95.4,0,A
36,M,174.8,77.5,0,D
32,M,176.2,81.6,1,B
49,M,163,78.8,0,D
32,M,172,82.66,1,B
23,M,179.3,75.7,1,C
29,M,172.9,78.1,1,C
55,M,162.4,64.38,1,C
23,M,175,91.5,0,D
22,F,161.8,56,1,A
55,F,160.2,54,0,A
51,M,170.8,70.1,0,A
39,F,163.3,61.8,1,A
22,M,183,83.9,0,D
22,M,170.2,78.6,1,C
24,M,171,75.6,0,D
25,M,171.9,71.4,1,C
28,M,171.5,72.9,0,A
52,M,176.2,90.9,1,C
25,M,174.7,59.3,0,D
50,F,150.9,49.5,1,C
29,M,178.2,80.3,0,A
36,M,165.3,77.1,0,A
47,F,161.2,63,0,D
50,M,178.5,89.4,1,C
42,M,168.6,74.1,1,C
34,M,171.3,69,1,C
39,M,171.7,67.3,1,C
35,M,180.7,74.5,1,C
36,M,173.4,86.4,0,D
39,M,177,74.3,1,B
23,M,177.1,66,0,D
37,F,165.1,51.4,0,B
26,M,176.4,87.56,0,D
61,M,163.2,74.9,0,D
26,M,171.9,65.2,0,A
61,F,166.6,55.5,1,A
63,M,170.5,69.5,1,C
21,F,160.2,51,0,B
33,M,174.6,77.7,0,A
32,M,170.4,73.6,1,B
62,F,163.4,56.7,1,A
21,F,166.9,67.8,1,C
38,M,186,94.6,0,A
33,M,172.1,65.3,0,D
21,F,153,44.7,0,A
37,F,152.2,49.2,0,D
21,M,173.3,68,1,C
47,M,174.8,80.4,0,D
56,M,154.9,55.6,1,C
21,M,173.7,74.2,1,C
21,F,157.9,58.7,1,A
28,F,175,70.5,1,A
54,F,162.9,63.9,0,D
39,F,162.5,51.9,0,D
25,M,174.7,72.1,0,A
41,M,179,85.7,0,D
25,M,171.7,70.3,1,C
31,M,171.5,67.1,1,B
45,M,182.5,80.5,1,C
25,M,178,74.8,1,B
30,M,173.9,76.64,0,A
23,F,157.9,52.2,0,D
26,F,167.2,58.16,1,A
23,F,172.4,86.9,0,D
24,M,175.9,85.3,1,B
56,M,172.1,65.7,0,B
53,F,166.2,56.1,0,B
60,M,166.2,76.28,0,B
21,F,176.2,56.9,1,A
